userid,name,age,dob_day,dob_year,dob_month,ingredients,gender,methods,weight,food_tag,cooktime,preptime,servingsize,tagname/taste,mood,alcoholic,receipes_liked,likes,searchids,sharesbyyou,sharestoyou,signuplocation,latitude,longitude,tags_counts,video_id,likedvideo,seasons,marital status,time of day,week day,types of food
18667948,Abraham Robinson,11,3,2009,2,,Male,Grilling,Normal,Dinner,35,40,1,Astringent,Calm,Yes,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding",,,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding",Delhi,,,,,,,,,,
18663530,Abraham Serfaty,10,3,2010,1,,Female,Poaching,Normal,Breakfast,20,22,2,Bitter,Boredom,Yes, 'RATED\n  Saw this place a couple of times at vega city mall but never had the time to visit . I did today and totally amazed by the taste . Yummy chicken wraps . Good salads . And the grilled chicken was super delicious .'),,, 'RATED\n  Saw this place a couple of times at vega city mall but never had the time to visit . I did today and totally amazed by the taste . Yummy chicken wraps . Good salads . And the grilled chicken was super delicious .'), 'RATED\n  Saw this place a couple of times at vega city mall but never had the time to visit . I did today and totally amazed by the taste . Yummy chicken wraps . Good salads . And the grilled chicken was super delicious .'),Delhi,,,,,,,,,,
18661743,Abraham Sinkov,74,7,1946,6,,Female,Frying,Overweight,Dinner,50,60,4,Sour,Romantic,No,,,,,,Delhi,,,,,,,,,,
18662119,Abraham Zapruder,72,4,1948,10,,Male,Steaming,Overweight,Tiffin,30,32,1,Bitter,Stress,Yes,,,,,,Delhi,,,,,,,,,,
18669762,Abraham Zelmanowitz,57,7,1963,12,,Male,Simmering,Normal,Breakfast,60,67,4,Sweet,Romantic,No,,,,,,Jaipur,,,,,,,,,,
18661148,"Acaba, Joseph M.",71,7,1949,5,,Male,Simmering,Overweight,Suffer,45,49,2,Pungent,Romantic,No,,,,,,Mumbai,,,,,,,,,,
18664701,Ace Andres ,67,20,1953,4,,Female,Frying,Normal,Breakfast,30,36,3,Salty,Happy,Yes,"Mango Lassi, Dhokla, Khichda, Kesaria Lassi, Rajdhani Thali, Rabri, Buttermilk",,,"Mango Lassi, Dhokla, Khichda, Kesaria Lassi, Rajdhani Thali, Rabri, Buttermilk","Mango Lassi, Dhokla, Khichda, Kesaria Lassi, Rajdhani Thali, Rabri, Buttermilk",Jaipur,,,,,,,,,,
18669363,Ace Frehley,56,7,1964,6,,Male,Simmering,Overweight,Tiffin,55,63,4,Salty,Romantic,Yes,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings",,,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings",Jaipur,,,,,,,,,,
18668794,Acey Slade ,18,21,2002,2,,Female,Broiling,Normal,Dinner,40,48,2,Sweet,Ominous,No,,,,,,Kolkata,,,,,,,,,,
18662581,Ada Lovelace,69,18,1951,11,,Male,Broiling,Overweight,Lunch,30,32,3,Pungent,Ominous,Yes, and the most pathetic part was the cashier,,, and the most pathetic part was the cashier, and the most pathetic part was the cashier,Jaipur,,,,,,,,,,
18667273,Adam Arkin,35,8,1985,4,,Female,Steaming,Underweight,Tiffin,60,70,4,Pungent,Angry,No,,,,,,Jaipur,,,,,,,,,,
18670822,Adam Brody,18,27,2002,4,,Female,Grilling,Underweight,Breakfast,55,58,4,Astringent,party,No,,,,,,Mumbai,,,,,,,,,,
18667941,Adam Clayton,50,3,1970,4,,Female,Baking,Normal,Suffer,5,13,3,Bitter,Boredom,No,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll",,,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll","Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll",Benglure,,,,,,,,,,
18664287,Adam Czerniakow,75,21,1945,9,,Male,Baking,Normal,Suffer,60,70,3,Pungent,Angry,No,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles",,,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles","Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles",Kolkata,,,,,,,,,,
18667024,Adam Duritz of Counting Crows,56,30,1964,4,,Female,Broiling,Overweight,Breakfast,30,36,4,Salty,Calm,Yes,,,,,,Benglure,,,,,,,,,,
18662246,Adam Dutkiewicz ,28,24,1992,7,,Female,Grilling,Overweight,Suffer,40,44,3,Sour,Romantic,Yes,,,,,,Mumbai,,,,,,,,,,
18667328,Adam Gardner,77,16,1943,9,,Male,Simmering,Overweight,Dinner,30,40,2,Astringent,Angry,Yes,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Haleem, Sea Food",,,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Haleem, Sea Food","Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Haleem, Sea Food",Jaipur,,,,,,,,,,
18665554,Adam Gaynor,45,24,1975,4,,Male,Simmering,Overweight,Lunch,50,53,3,Bitter,Lonely,No,,,,,,Kolkata,,,,,,,,,,
18663394,Adam Goldberg,11,28,2009,9,,Female,Broiling,Normal,Tiffin,5,10,4,Sour,party,Yes,Lasagne,,,Lasagne,Lasagne,Jaipur,,,,,,,,,,
18663603,Adam Gontier,11,20,2009,12,,Male,Poaching,Normal,Dinner,5,12,2,Salty,Boredom,Yes,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup",,,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup",Benglure,,,,,,,,,,
18662419,Adam Green,15,12,2005,3,,Male,Grilling,Overweight,Lunch,35,45,4,Sour,Lonely,Yes,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani",,,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani","Lemon Chicken, Chicken Dum Biryani, Mutton Biryani",Delhi,,,,,,,,,,
18662027,Adam Horovitz,61,4,1959,8,,Female,Broiling,Underweight,Dinner,50,54,4,Astringent,Romantic,No,,,,,,Mumbai,,,,,,,,,,
18666621,Adam Horwitz,13,11,2007,3,,Male,Roasting,Overweight,Tiffin,5,12,3,Pungent,Boredom,Yes,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",,,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger","Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",Delhi,,,,,,,,,,
18661976,Adam Jones,31,16,1989,10,,Female,Frying,Normal,Suffer,55,60,1,Sour,Stress,Yes,,,,,,Delhi,,,,,,,,,,
18667563,Adam Kury,40,24,1980,11,,Female,Poaching,Underweight,Dinner,35,43,4,Bitter,Lonely,No,,,,,,Jaipur,,,,,,,,,,
18662718,Adam Levine,57,16,1963,5,,Male,Broiling,Overweight,Breakfast,30,40,1,Sweet,Romantic,No,"Rolls, Sabudana Vada, Veggie Wrap, Chicken Wrap, Dal Makhani, Paneer Wrap, Meat Balls",,,"Rolls, Sabudana Vada, Veggie Wrap, Chicken Wrap, Dal Makhani, Paneer Wrap, Meat Balls","Rolls, Sabudana Vada, Veggie Wrap, Chicken Wrap, Dal Makhani, Paneer Wrap, Meat Balls",Benglure,,,,,,,,,,
18661206,Adam Michnik,9,30,2011,1,,Female,Steaming,Normal,Suffer,10,14,4,Sour,Lonely,Yes,"Kheer, Lassi, Paratha, Amritsari Kulcha, Dal Makhani, Chole Bhature, Aloo Kulcha",,,"Kheer, Lassi, Paratha, Amritsari Kulcha, Dal Makhani, Chole Bhature, Aloo Kulcha","Kheer, Lassi, Paratha, Amritsari Kulcha, Dal Makhani, Chole Bhature, Aloo Kulcha",Delhi,,,,,,,,,,
18670519,Adam Nussbaum ,9,10,2011,7,,Female,Frying,Overweight,Breakfast,25,35,1,Sour,Lonely,Yes,"Rajma, Dal Makhani, Kadhi Chawal, Dal Tadka",,,"Rajma, Dal Makhani, Kadhi Chawal, Dal Tadka","Rajma, Dal Makhani, Kadhi Chawal, Dal Tadka",Kolkata,,,,,,,,,,
18661945,Adam Sandler,38,11,1982,1,,Male,Frying,Underweight,Lunch,30,39,1,Sweet,Angry,No,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll",,,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll","Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll",Jaipur,,,,,,,,,,
18670913,Adam Schiff,57,2,1963,4,,Female,Steaming,Overweight,Lunch,40,42,2,Astringent,Boredom,No,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie",,,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie","Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie",Kolkata,,,,,,,,,,
18667809,Adam Schlesinger,58,5,1962,5,,Male,Baking,Normal,Dinner,55,63,3,Pungent,Happy,No,,,,,,Jaipur,,,,,,,,,,
18662880,Adam Shapiro,47,6,1973,2,,Female,Baking,Normal,Suffer,55,57,4,Bitter,Sadness,Yes,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",,,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha","Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",Benglure,,,,,,,,,,
18668204,Adam Smith,68,7,1952,10,,Male,Poaching,Underweight,Lunch,20,25,2,Sour,Calm,No,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer",,,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer","Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer",Benglure,,,,,,,,,,
18669941,Adam Stanler,19,11,2001,12,,Male,Frying,Normal,Suffer,60,63,3,Sour,Angry,Yes,"Aloo Paratha, Samosa, Kachori, Poha, Chaat",,,"Aloo Paratha, Samosa, Kachori, Poha, Chaat","Aloo Paratha, Samosa, Kachori, Poha, Chaat",Benglure,,,,,,,,,,
18670895,Adam Stern,55,25,1965,3,,Female,Poaching,Normal,Breakfast,20,29,3,Astringent,party,No,"Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice",,,"Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice","Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice",Mumbai,,,,,,,,,,
18669454,Adam von Buhler ,62,3,1958,6,,Male,Simmering,Underweight,Suffer,55,65,2,Salty,Boredom,Yes,"Lassi, Shikanji, Dal Makhani, Makke Ki Roti, Butter Chicken, Paneer Punjabi, Chicken Curry",,,"Lassi, Shikanji, Dal Makhani, Makke Ki Roti, Butter Chicken, Paneer Punjabi, Chicken Curry","Lassi, Shikanji, Dal Makhani, Makke Ki Roti, Butter Chicken, Paneer Punjabi, Chicken Curry",Benglure,,,,,,,,,,
18670036,Adam Worth,22,4,1998,10,,Male,Grilling,Underweight,Dinner,40,48,2,Sweet,Lonely,Yes,"Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea",,,"Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea",Jaipur,,,,,,,,,,
18670657,Adam Yauch,57,12,1963,9,,Female,Steaming,Overweight,Suffer,45,49,4,Bitter,party,Yes, big screen for sports lovers .\nBira is all that you will get in beer ,,, big screen for sports lovers .\nBira is all that you will get in beer , big screen for sports lovers .\nBira is all that you will get in beer ,Mumbai,,,,,,,,,,
18670719,Adele Goldberg,27,2,1993,11,,Female,Baking,Overweight,Dinner,20,28,1,Astringent,Angry,Yes,,,,,,Benglure,,,,,,,,,,
18669093,Adele Goldstine,49,1,1971,4,,Female,Baking,Underweight,Tiffin,5,9,2,Salty,Calm,Yes,,,,,,Delhi,,,,,,,,,,
18664102,Adin Steinsaltz,51,13,1969,7,,Female,Roasting,Overweight,Suffer,30,36,4,Pungent,Ominous,No,"Rasmalai, Pav Bhaji",,,"Rasmalai, Pav Bhaji","Rasmalai, Pav Bhaji",Jaipur,,,,,,,,,,
18668631,Ad-Mike D ,49,13,1971,1,,Male,Grilling,Normal,Breakfast,15,25,4,Pungent,Boredom,Yes,,,,,,Mumbai,,,,,,,,,,
18667316,Admiral Ackbar,66,24,1954,8,,Female,Broiling,Overweight,Tiffin,30,32,1,Bitter,Happy,Yes,,,,,,Delhi,,,,,,,,,,
18667515,Admiral Isard,9,2,2011,9,,Male,Grilling,Overweight,Breakfast,15,22,3,Astringent,Calm,Yes,,,,,,Kolkata,,,,,,,,,,
18663208,Admiral Motti,59,1,1961,7,,Female,Frying,Underweight,Tiffin,10,14,4,Salty,Sadness,No,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita",,,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita","Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita",Benglure,,,,,,,,,,
18665573,Adolf Abraham Halevi Fraenkel,67,13,1953,9,,Female,Frying,Overweight,Suffer,25,32,2,Sour,Lonely,Yes,,,,,,Mumbai,,,,,,,,,,
18661026,Adolf Hitler,14,7,2006,1,,Female,Grilling,Underweight,Lunch,40,47,3,Salty,party,Yes,"Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll",,,"Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll","Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll",Benglure,,,,,,,,,,
18661526,Adolf von Baeyer,57,23,1963,8,,Male,Baking,Overweight,Dinner,15,24,4,Salty,party,No,,,,,,Delhi,,,,,,,,,,
18662304,"Adolfo ""Fofi"" Lancha",76,18,1944,8,,Female,Roasting,Normal,Tiffin,45,47,2,Sweet,Boredom,Yes,,,,,,Delhi,,,,,,,,,,
18661310,Adolph Gottlieb,31,5,1989,8,,Male,Grilling,Underweight,Lunch,35,43,3,Salty,party,No,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry",,,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry","Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry",Mumbai,,,,,,,,,,
18668810,Adolph Green,64,9,1956,4,,Male,Simmering,Underweight,Suffer,45,55,3,Bitter,party,No,,,,,,Benglure,,,,,,,,,,
18666401,Adolph Ioffe,43,9,1977,3,,Female,Frying,Normal,Breakfast,50,59,1,Pungent,Angry,No,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry",,,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry","Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry",Kolkata,,,,,,,,,,
18666202,Adolph Ochs,71,24,1949,4,,Male,Baking,Normal,Breakfast,25,27,3,Astringent,Angry,No,,,,,,Mumbai,,,,,,,,,,
18669751,Adolph Sutro,57,29,1963,10,,Female,Grilling,Normal,Dinner,40,43,4,Salty,Calm,Yes,,,,,,Delhi,,,,,,,,,,
18668084,Adolph Zukor,59,1,1961,9,,Male,Grilling,Underweight,Suffer,5,11,4,Pungent,Ominous,Yes,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi",,,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi","Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi",Mumbai,,,,,,,,,,
18662279,Adolphus Solomons,29,21,1991,3,,Female,Poaching,Normal,Suffer,10,20,1,Salty,Angry,No,,,,,,Benglure,,,,,,,,,,
18668071,Adrian Belew ,45,1,1975,11,,Male,Broiling,Overweight,Tiffin,15,23,3,Astringent,party,Yes,"Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar",,,"Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar","Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar",Kolkata,,,,,,,,,,
18664701,Adrian Fenty,19,21,2001,1,,Female,Roasting,Overweight,Breakfast,35,37,4,Astringent,Lonely,No,"Momos, Manchow Soup, Pizza Sandwich, Spring Roll, Noodles, Fries, Fried Rice",,,"Momos, Manchow Soup, Pizza Sandwich, Spring Roll, Noodles, Fries, Fried Rice","Momos, Manchow Soup, Pizza Sandwich, Spring Roll, Noodles, Fries, Fried Rice",Kolkata,,,,,,,,,,
18670188,Adrian Jackson ,63,17,1957,1,,Male,Grilling,Overweight,Breakfast,40,49,1,Pungent,Ominous,Yes,,,,,,Kolkata,,,,,,,,,,
18664295,Adrian Lambert,69,29,1951,3,,Female,Poaching,Normal,Tiffin,50,60,1,Sweet,Angry,No,,,,,,Benglure,,,,,,,,,,
18670752,Adrian Lamo,64,14,1956,3,,Male,Frying,Normal,Lunch,45,54,3,Sour,Ominous,Yes,,,,,,Kolkata,,,,,,,,,,
18669161,Adrian Pucey,36,10,1984,12,,Female,Steaming,Overweight,Breakfast,40,44,1,Sour,Boredom,Yes,Chicken Biryani,,,Chicken Biryani,Chicken Biryani,Benglure,,,,,,,,,,
18663644,Adrian Smith,14,9,2006,1,,Female,Baking,Underweight,Dinner,50,60,2,Sweet,Ominous,Yes,,,,,,Kolkata,,,,,,,,,,
18670271,Adriana Lima,32,3,1988,8,,Female,Simmering,Underweight,Lunch,55,57,4,Astringent,Happy,No,,,,,,Benglure,,,,,,,,,,
18668706,Adriane Pieczonka,62,24,1958,10,,Female,Grilling,Overweight,Tiffin,10,13,1,Sour,Happy,Yes,"Egg Chilli, Chilli Babycorn, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken",,,"Egg Chilli, Chilli Babycorn, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken","Egg Chilli, Chilli Babycorn, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken",Jaipur,,,,,,,,,,
18664753,Adrien Brody,10,17,2010,2,,Male,Broiling,Underweight,Breakfast,40,44,2,Salty,Lonely,Yes,,,,,,Kolkata,,,,,,,,,,
18663401,Adrienne Rich,68,6,1952,1,,Female,Frying,Underweight,Breakfast,20,25,3,Astringent,Romantic,Yes,,,,,,Mumbai,,,,,,,,,,
18669314,Ad-Rock ,73,24,1947,4,,Female,Baking,Normal,Suffer,55,65,4,Sweet,party,No,"English Breakfast, Sandwiches",,,"English Breakfast, Sandwiches","English Breakfast, Sandwiches",Mumbai,,,,,,,,,,
18667055,Aemilia Lanyer,9,7,2011,4,,Female,Poaching,Underweight,Tiffin,60,62,2,Sour,Romantic,No,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill",,,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill",Mumbai,,,,,,,,,,
18666338,Agatha Christie,36,28,1984,5,,Male,Baking,Underweight,Breakfast,35,39,2,Salty,Stress,No," """"RATED\n  A small local self servicing outlet.. Fried rice",,," """"RATED\n  A small local self servicing outlet.. Fried rice"," """"RATED\n  A small local self servicing outlet.. Fried rice",Kolkata,,,,,,,,,,
18665953,Agnetha Fältskog,55,27,1965,10,,Female,Simmering,Underweight,Tiffin,10,20,1,Sweet,Sadness,Yes,"Chicken Tikka, Chicken Biryani, Roti, Naan, Panneer Butter Masala",,,"Chicken Tikka, Chicken Biryani, Roti, Naan, Panneer Butter Masala","Chicken Tikka, Chicken Biryani, Roti, Naan, Panneer Butter Masala",Mumbai,,,,,,,,,,
18664386,Agostino Marangolo,43,4,1977,6,,Female,Poaching,Underweight,Lunch,55,65,4,Astringent,Lonely,No,,,,,,Mumbai,,,,,,,,,,
18665546,Agustín Barrios ,39,19,1981,7,,Female,Baking,Overweight,Suffer,10,13,1,Salty,Calm,No,,,,,,Jaipur,,,,,,,,,,
18670527,Ahad Ha'am,60,15,1960,6,,Female,Steaming,Normal,Dinner,30,37,3,Astringent,Stress,Yes,"Marshmallow, Chocolate Waffles",,,"Marshmallow, Chocolate Waffles","Marshmallow, Chocolate Waffles",Delhi,,,,,,,,,,
18661840,Aharon Kotler,39,9,1981,3,,Male,Steaming,Overweight,Suffer,20,23,3,Astringent,Angry,No,,,,,,Delhi,,,,,,,,,,
18662048,Aharon Lichtenstein,58,27,1962,2,,Male,Baking,Underweight,Dinner,55,58,1,Salty,Lonely,No,,,,,,Delhi,,,,,,,,,,
18669514,Ahmad Suradji,37,2,1983,9,,Female,Roasting,Normal,Breakfast,15,18,2,Astringent,Ominous,No,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani",,,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani","Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani",Jaipur,,,,,,,,,,
18665813,Ahsoka Tano,78,6,1942,2,,Male,Baking,Normal,Suffer,35,38,4,Sweet,Angry,Yes,,,,,,Benglure,,,,,,,,,,
18666388,ail Kim,22,28,1998,11,,Male,Simmering,Underweight,Dinner,20,28,2,Pungent,Romantic,Yes,"Samosa, Chicken Chettinad, Murgh Makhani",,,"Samosa, Chicken Chettinad, Murgh Makhani","Samosa, Chicken Chettinad, Murgh Makhani",Benglure,,,,,,,,,,
18662933,Aileen Wuornos ,29,6,1991,8,,Female,Steaming,Underweight,Tiffin,45,47,4,Salty,Calm,Yes,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole",,,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole","Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole",Delhi,,,,,,,,,,
18666979,Aimee Mann ,68,19,1952,8,,Female,Simmering,Overweight,Lunch,45,47,1,Sweet,party,Yes,,,,,,Kolkata,,,,,,,,,,
18666340,Aki Kaurismaki,53,11,1967,4,,Male,Broiling,Underweight,Tiffin,25,32,1,Bitter,Lonely,No,,,,,,Kolkata,,,,,,,,,,
18666762,Akiba Eger,38,6,1982,5,,Female,Poaching,Normal,Dinner,55,57,3,Sweet,Stress,No,Biryani,,,Biryani,Biryani,Benglure,,,,,,,,,,
18667258,Akiba Rubinstein,74,19,1946,1,,Female,Grilling,Normal,Tiffin,5,12,1,Bitter,Lonely,No,"Lassi, Murgh Lababdar, Makke Ki Roti, Chaap, Butter Paneer, Butter Chicken, Patiala Paneer",,,"Lassi, Murgh Lababdar, Makke Ki Roti, Chaap, Butter Paneer, Butter Chicken, Patiala Paneer","Lassi, Murgh Lababdar, Makke Ki Roti, Chaap, Butter Paneer, Butter Chicken, Patiala Paneer",Mumbai,,,,,,,,,,
18670845,Akira Fudo/Devilman,71,28,1949,11,,Female,Simmering,Normal,Dinner,45,51,2,Sour,Stress,Yes,"Tacos, Fries, Nachos, Burrito",,,"Tacos, Fries, Nachos, Burrito","Tacos, Fries, Nachos, Burrito",Delhi,,,,,,,,,,
18670955,Akira Kongou,41,28,1979,10,,Female,Poaching,Underweight,Breakfast,45,47,4,Pungent,Ominous,Yes,,,,,,Delhi,,,,,,,,,,
18668412,Akira Kurosawa,43,1,1977,12,,Male,Roasting,Underweight,Breakfast,40,47,4,Bitter,Romantic,Yes,,,,,,Benglure,,,,,,,,,,
18670689,Akira Takasaki ,74,27,1946,2,,Female,Baking,Underweight,Breakfast,25,33,1,Sweet,Lonely,No,"Buttermilk, Dal Makhani, Boondi Raita, Baingan Bharta, Aloo Paratha, Roti, Thali",,,"Buttermilk, Dal Makhani, Boondi Raita, Baingan Bharta, Aloo Paratha, Roti, Thali","Buttermilk, Dal Makhani, Boondi Raita, Baingan Bharta, Aloo Paratha, Roti, Thali",Benglure,,,,,,,,,,
18667816,Akira Tana,14,4,2006,8,,Female,Simmering,Underweight,Dinner,25,29,3,Sour,Boredom,Yes,"Cheese Dosa, Tea, Pizza Dosa",,,"Cheese Dosa, Tea, Pizza Dosa","Cheese Dosa, Tea, Pizza Dosa",Mumbai,,,,,,,,,,
18664101,Akon,21,7,1999,9,,Male,Steaming,Overweight,Lunch,20,29,2,Bitter,Boredom,Yes,,,,,,Jaipur,,,,,,,,,,
18666812,Al Alvarez,55,7,1965,7,,Male,Poaching,Underweight,Dinner,50,60,2,Astringent,Romantic,No,"Mutton Kosha, Basanti Pulao, Chicken Biryani",,,"Mutton Kosha, Basanti Pulao, Chicken Biryani","Mutton Kosha, Basanti Pulao, Chicken Biryani",Delhi,,,,,,,,,,
18667214,Al Capp,26,26,1994,5,,Male,Steaming,Underweight,Tiffin,45,50,2,Pungent,Angry,No,,,,,,Benglure,,,,,,,,,,
18661188,Al Casey ,35,12,1985,10,,Female,Frying,Overweight,Tiffin,20,24,1,Sweet,Calm,No,,,,,,Jaipur,,,,,,,,,,
18665394,Al Cisneros ,20,27,2000,5,,Male,Poaching,Underweight,Breakfast,35,43,4,Salty,Romantic,Yes,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup",,,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup","Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup",Benglure,,,,,,,,,,
18661030,Al Davis,52,15,1968,4,,Female,Broiling,Normal,Lunch,35,41,2,Bitter,Sadness,Yes,,,,,,Kolkata,,,,,,,,,,
18667325,Al Di Meola ,19,13,2001,1,,Female,Simmering,Normal,Dinner,10,14,2,Sour,Sadness,Yes,,,,,,Mumbai,,,,,,,,,,
18662887,Al Franken,17,25,2003,2,,Female,Steaming,Normal,Suffer,20,30,1,Astringent,party,Yes,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",,,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea","Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",Delhi,,,,,,,,,,
